subject	type	object	role	year_start	year_end	source	contributor
# example (remove the leading # to activate):
#Karin Preisendanz	student_of	Albrecht Wezler	doctoral supervisor		1985	Preisendanz, Studien zu Nyāyasūtra III.1 (Stuttgart 1994), Vorwort	S. Nehrdich 2026-09
